ID,year,title,abstract
US-2014001115-A1,20130904,Hollow fiber membrane and method for manufacturing thereof,"The present invention concerns a semipermeable hollow fiber membrane having an outer wall surface, an inner wall surface and an interior lumen extending along the length thereof and having the selective layer on the outer wall surface with a surface roughness below 10 nm. According to the invention the membrane has the smallest pore size on the outer wall surface, and has an outer wall surface which is smooth, continuous and homogeneous in a nanoscopic scale and four to five distinct layers of different pore size and density. Further the present invention concerns a prone:is for manufacturing thereof and the use thereof."
US-2014060686-A1,20120309,Flow control valve,The present disclosure relates generally to a faucet valve cartridge configured for use within a dual handle faucet. The valve cartridge includes an upper plate and a bottom plate received within a valve housing and configured to control fluid flow from an inlet to an outlet. The valve may include anti-water hammer port geometry to reduce turbulent flow and shut-off shock wave noise.
US-2014098376-A1,20120603,Tissue sampling for pathological study,"A probe device for use in a tissue inspection system is presented. The probe device comprises a probe body and a control unit at least partially incorporated in the probe body. The probe body carries at least a tissue characterization unit operable for providing sensing data indicative of at least one tissue property at measurement locations in the tissue portion being held by the probe. The control unit comprises: a processor utility for receiving and processing the sensing data and generating measured data indicative of a spatial profile of said at least one tissue property distribution within the tissue portion, and comprises at least one of the following: an imaging utility for receiving said measured data and generating and displaying an image indicative thereof thereby enabling a user to select a region of said tissue portion for further analysis; and a pattern generator module configured for receiving and analyzing said measured data and determining a pattern indicative of an arrangement of regions in said tissue portion, thereby enabling selection of at least one of the regions for further analysis."
US-2014221181-A1,20120824,Exercise and wellness monitoring method and system,"A method, executed by a computer, of treating or preventing musculo-skeletal pain in a person, including: generating identification data representing sources of musculo-skeletal pain, said sources being associated with structures in the musculo-skeletal system; and determining, based on said identification data, and providing exercise data representing one or more exercises to strengthen or loosen said structures."
US-2014294708-A1,20111130,Process for removing mercaptans from a gas stream,"The present invention provides a process for removing mercaptans from a gas stream gas stream, comprising the steps: a) providing a first mercaptan-comprising gas stream comprising at least a mercaptan of the general formula: R 1 —SH, wherein R 1  is an alkyl group comprising 1 to 4 carbon atoms; and b) contacting the mercaptan-comprising gas stream with an absorption medium comprising a substituted disulphide and a nitrogen-containing base to obtain a second mercaptan-depleted gas stream, wherein: the substituted disulphide is of the general formula R 2 —SS—R 3  wherein: R 2  and R 3  are carbon comprising substituents of which the corresponding R 2 —SH and R 3 —SH thiols have a vapour pressure below the vapour pressure of any R 1 —SH thiol."
US-2015088647-A1,20140610,Method for merchant disambiguation based on receipt data,"A system for merchant disambiguation using receipt data accesses a receipt database and clusters the receipt information according to product characteristics. The system identifies merchant similarities according to the clustered receipt information, and an offer engine module generates competitive offers based on the merchant similarities."
US-2015147683-A1,20140430,Non-humidified fuel cell,"A nonhumidified fuel cell is provided that includes a catalytic layer coupled to an anode or a cathode that is configured to accelerate an electrochemical reaction of a fuel gas or air, and a gas diffusion layer that has air pores diffusing the fuel gas or air to the catalytic layer and diffusing water generated by the electrochemical reaction with the fuel gas in the catalytic layer. In particular, a ratio of a volume of water to a volume of air pores of the gas diffusion layer ranges from about 0.1 to 0.4."
US-2015291706-A1,20131126,"Photoreactive Derivative of Hyaluronic Acid, Method of Preparation Thereof, 3D.Crosslinked Derivative of Hyaluronic Acid, Method of Preparation and Use Thereof","The subject-matter of the invention is a photoreactive derivative of hyaluronic acid (formula I) and the method of preparation thereof, where first an aldehyde derivative of hyaluronic acid is prepared, oxidized in the position 6 of the glucosamine cycle and then the oxidized derivative reacts with an amine carrying a photoreactive species, for example 1-(2-aminoethyl)pyridine-2(1H)-one, in the presence of a reducing agent, forming a photoreactive derivative. The prepared photoreactive derivative may be then photocrosslinked, wherein the reaction is based on [4+4] photocycloaddition. Moreover, the invention relates to a 3D-crosslinked derivative of hyaluronic acid (formula II) which exhibits an increased hydrolytic stability and improved sorption properties, with the possibility of a further design of the physical properties thereof according to the requirements of the final applications, and moreover, to the use thereof in tissue engineering, regenerative medicine, medical agents or formulations or cosmetics."
US-2016143835-A1,20160122,Method of achieving improved hair feel,"A method of achieving improved hair feel. The method comprises applying to hair a composition comprising: (a) a specific cationic guar polymer; (b) a specific cationic copolymer; (c) an anti-dandruff active; (d) a cosmetically acceptable carrier; (e) a surfactant; wherein the weight ratio of (a):(b) is from about 1000:1 to about 3.5:1; and wherein the sum of (a)+(b) is an amount of from about 0.0001% to about 0.7%, by total weight of the composition. The composition forms coacervate particles upon dilution of the composition with water and the coacervate particles have a squeeze flow viscosity of from about 1 cP to about 100 cP. The percentage of coacervate particles with a floc size of greater than about 20 micron is from about 1% to about 60% and the on-scalp deposition of the anti-dandruff active is at least about 1 microgram/cm 2 ."
US-2014302105-A1,20121016,"Cosmetic composition comprising silica aerogel particles, a gemini surfactant and a solid fatty substance","The subject of the present invention is a cosmetic composition of oil-in-water type comprising: (1) hydrophobic silica aerogel particles having a specific surface area per unit of mass (S M ) ranging from 500 to 1500 m 2 /g and a size, expressed as volume-average diameter (D[0.5]), ranging from 1 to 1500 μm ; (2) at least one gemini surfactant of formula 
     
       
         
         
             
             
         
       
     
     in which R 1  and R 3  denote, independently of one another, an alkyl radical containing from 1 to 25 carbon atoms; R 2  denotes a spacer consisting of a linear or branched alkylene chain containing from 1 to 12 carbon atoms; X and Y denote, independently of one another, a —(C 2 H 4 O) a —(C 3 H 6 O) b Z group; n ranges from 1 to 10 ; and (3) at least one fatty phase comprising at least one fatty substance chosen from solid fatty substances and pasty fatty substances. The composition in accordance with the invention makes it possible to make good the lack of cutaneous lipids in dehydrated skin, and to provide comfort and persistent nutrition, while at the same time having sensory properties, for example a non-greasy and non-tacky effect and a matt skin appearance, and also good skin penetration properties, even with a high level of solid fatty substance."
US-2016206543-A1,20160331,Synergistic compositions and methods for mitigating skin irritation and enhancing skin barrier function,"Methods and compositions are provided for mitigating the irritation of mammalian skin cells, protecting cell viability and/or enhancing cell-cell junction, thus improving skin barrier function. The compositions contain combinations of acetyl hexapeptides and a cosmetically and/or pharmaceutically acceptable carrier. Carriers that lend a liquid crystalline aspect to the compositions are beneficial."
US-2017042316-A1,20150423,"Applicator for Cosmetic Product, In Particular Mascara, and Method for Manufacturing Such an Applicator","An applicator for cosmetic product, in particular mascara, has a twisted core ( 12 ) and fibres that extend radially from the core ( 12 ) in directions substantially orthogonal to said core. The fibres held by the core ( 12 ). The fibres form at least one envelope (E) by means of their free end, the envelope extending in a longitudinal extension direction around the core ( 12 ), referred to as the main axis X. The envelope (E) has a zone (Z), along the main axis (X), in which the fibres are deflected so as to produce a local deformation (F 1 -F 4 ) of the envelope."
US-2015018358-A1,20141002,Compositions and methods for treating purpura,"Embodiments of the present invention are directed to compositions and methods for the treatment of purpura. Preferred compositions comprise an α adrenergic receptor agonist selected from selective α 1  adrenergic receptor agonist, selective α 2  adrenergic receptor agonist, non-selective α 1 /α 2  adrenergic receptor agonist, agents with α 2  adrenergic receptor agonist activity and combinations thereof, in a pharmaceutically acceptable carrier in order to treat and improve the cosmetic appearance of hemorrhagic (purpuric) lesions in the skin."
US-2014234426-A1,20140425,Cosmetic,"A cosmetic, includes: a composite powder containing titanium oxide and 4-tert-butyl-4-methoxybenzoylmethane and having an average particle diameter of less than 1 μm; and sorbitan fatty acid ester represented by the following Formula (I): wherein, in Formula (I), R 1  to R 4  each independently represent —(CH 2 ) n COOH, —(CH 2 ) n OH, —R 5 , or —OR 6 ; R 5  represents an aliphatic group having from 1 to 22 carbon atoms; R 6  represents an acyl group having from 10 to 22 carbon atoms; n represents 0 or an integer from 1 to 29; and at least one of R 1  to R 4  represents —OR 6 ."
US-2016280426-A1,20140926,Cap for cosmetic case,"A cap for a cosmetic case is provided. The cap includes a cap body and a sealing member. The cap body is made of a hard material and includes an upper wall, a sidewall extending downwards from an edge of the upper wall, a threaded portion formed on an inner circumference of the sidewall, and a fitting space defined by an inner border surface between the upper wall and the sidewall. The sealing member is press-fitted into the fitting space of the cap body, and exerts or releases a sealing force on or from the mouth of the cosmetic case when the cap body is opened or closed relative to the mouth of the cosmetic case in the threaded fastening method. The sealing member includes a hard circular support plate, and a sealing portion integrally formed on a surface of the circular support plate by insert molding."
US-2004180023-A1,20040323,Cosmetic composition comprising at least one fixing polymer and at least one amphoteric starch,"A cosmetic composition for the treatment of keratinous fibres, in particular hair, comprising at least one fixing polymer and at least one amphoteric starch and the process for treatment of keratinous fibres using said composition."
US-2005191263-A1,20050222,Hair cosmetic composition,"Provided is a leave-on hair cosmetic composition, which contains the following components (A) and (B): (A) an organic C 2-8  dicarboxylic acid or salt thereof, and (B) at least one of more of an organic solvent selected from the group consisting of aromatic alcohols, N-alkylpyrrolidones, alkylene carbonates, polypropylene glycols, lactones and cyclic ketones, wherein the organic solvent has a C log P of from −2 to 3; and wherein the cosmetic composition has a pH of from 2 to 5 at 25° C. when diluted to 20 times the weight with water and has a buffering capacity of 0.001 gram equivalent/L or greater but less than 0.2 gram equivalent/L. The present invention also relates to a hair quality improving method which comprises treating the hair with the hair cosmetic composition. The hair cosmetic composition of the present invention can provide benefits such as luster, manageability, pliability and elasticity to the hair which is apt to be dry, having lost water therefrom owing to damage by coloring, permanent waving, or repetitive excessive blow drying."
US-2002164298-A1,20020419,Hair styling stick containing polyethylene glycols of different molecular weights,"The hair styling stick is a solid, wax-like composition and contains from 30 to 55 percent by weight of one or more polyethylene glycols with a molecular weight of from 2500 to 5000 g/mol; from 15 to 35 percent by weight of one or more polyethylene glycols with a molecular weight of from 850 to 1600 g/mol, from 15 to 35 percent by weight of one or more liquid polyethylene glycols with a molecular weight of from 370 to 800 g/mol and additional cosmetic ingredients, as needed. The additional cosmetic ingredients can include an aqueous or organic solvent, emulsifier, perfume or fragrance, dye, preservative and/or pearlescence-imparting agent."
US-2004161387-A1,20031231,Aerosol device containing a hair composition,"The invention relates to an aerosol device containing a hair composition for hair styling which comprises, in a cosmetically acceptable aqueous medium, at least one copolymer based on N-vinylpyrrolidone and N-vinylimidazole units having a molecular weight greater than 100 KDaltons, and dimethyl ether as propelling agent.  
     The invention also relates to the use of this device and to a method of hair treatment."
US-2005261222-A1,20050303,Oligoribonucleotides for the treatment of irritative or inflammatory skin symptoms through RNA interference,"The invention is a double-stranded oligoribonucleotide or a physiologically compatible salt thereof, which is capable of inducing the degradation of mRNA of one of more structures involved in inflammation or irritation of the skin. The invention is also cosmetic or therapeutic compositions comprising one or more such double-stranded oligoribonucleotide and methods of treatment by use thereof."
US-2004091438-A1,20020313,"Polyorganosiloxane emulsions,process for producing the same and material for cosmetic preparation","A polyorganosiloxane emulsion comprising (A) polyorganosiloxane, (B) N-acylalkyltaurine, salts thereof, and combinations thereof, and (C) water, the aforementioned emulsion having an average particle diameter of 0.15 μm or or greater; a method of preparation of the polyorganosiloxane emulsion, characterized by subjecting a polyorganosiloxane (a) having a molecular weight lower than that of component (A), to emulsification polymerization in water in the presence of component (B), and a cosmetic raw material comprising the aforementioned polyorganosiloxane emulsion. The cosmetic raw material of the invention possesses excellent cosmetic functionalities such as wettability, smoothness, and good affinity to skin and hair. Furthermore, it is characterized by good stability in storage and compounding stability in combination with other cosmetic raw materials."
US-2004105833-A1,20020329,Cosmetic compositions containing a starch phosphate and a cationic polymer and uses thereof,"The invention concerns novel cosmetic compositions comprising in a cosmetically acceptable medium at least a starch phosphate and at least a particular non-siliconized cationic polymer. Said association provides a fluid texture to the cosmetic compositions, and said compositions are easily rinsed away. Hair treated with said composition have a soft residue-tree feel. Said compositions are used in particular for washing and/or conditioning keratinous materials such as hair or the skin."
US-2006233043-A1,20060413,Treatment plant,"A treatment plant in particular for a liquid medium of average to high viscosity, for example for production of pharmaceutical and cosmetic products includes a container in which an agitator, built-in structures, heat exchange elements, baffles or the like may be arranged. To reduce medium loss and to effectively clean such a treatment plant, any region or component of the treatment plant that comes into contact with the fluid medium is provided with a medium-repellent coating."
US-2005000845-A1,20030509,Merchandise sample storing method and container therefor,"This invention provides comparatively thin trade sample packing containers that securely protect the trade samples inside, samples such as foods, cosmetics, and medicines, and that are suitable for card-shaped trade samples packing a small amount of a trade sample. The features of the trade sample container of this invention are the sheet of sample packing film that forms the sample packing space and the reinforcing material packing space into which the reinforcing material that encloses the sample packing space is packed, the samples to be packed into the sample packing space, a reinforcing material to be packed into the foregoing packing space, and a film that seals the container holding the samples and reinforcing materials."
US-2005074419-A1,20030627,"Use of a chromoionophore and/or fluoroionophore for dyeing human keratin fibres, dyeing compositions and methods","The present invention concerns a dye composition for dyeing human keratin fibres such as hair containing, in an appropriate medium for dyeing human keratin fibres, at least one compound chosen from among chromoionophores and fluorionophores, and at least one cosmetic additive other than water. The invention also concerns the use of a compound chosen from among the chromoionophores and fluorionophores as a direct dye for dyeing human keratin fibres, methods for dyeing human keratin fibres and a device or “kit” with several compartments."
US-2012269743-A1,20120420,Self-tanning compositions having reduced maillard reaction malodor,"The present invention provides novel cosmetic compositions for artificially tanning the skin, utilizing skin-tanning agents and odor-mitigating materials, such as specifically defined starch materials. The compositions reduce the undesirable odors associated with the reaction between the skin-tanning agents, such as dihydroxyacetone, and the skin (chemically known as the Maillard reaction). The method of using those compositions and of formulating those compositions is also disclosed."
US-2009286204-A1,20081202,Cosmetic dental structures and methods,"Compositions and methods are provided for a cosmetic dental structure, comprising a veneer body sized to cover at least a portion of a tooth structure. The veneer body has a front face and a reinforcement rib extending outwardly from a rear face of the veneer body. The reinforcement rib can be configured to strengthen the veneer body, and the reinforcement rib and veneer body are configured to be adhered to the tooth structure."
US-2011021438-A1,20100726,"Novel compounds of the n-acylamino-amide family, compositions comprising them and uses thereof","The invention concerns novel compounds of the N-acylamino-amide family, compositions, in particular cosmetic or pharmaceutical, containing them, and their use for treating body or face skin ageing, whether chronobiologic or light-induced, and in particular skin ageing caused by decrease of skin elasticity and/or by collagen degradation in the structure of tissues."
US-2010241057-A1,20070907,apparatus for iontophoresis,"The present invention relates to an iontophoresis apparatus, and more particularly, to an iontophoresis apparatus detachable from a mask or patch, wherein after skin condition is previously diagnosed before an iontophoresis is performed, the amount of current is adjusted according to the skin condition to absorb effective components contained in functional cosmetics or medicines into the skin, and a plurality of electrode pairs are applied to use interference current generated between the electrode pairs thereby accelerating absorption of the effective components and improving the skin condition."
US-2010061949-A1,20091119,Method for the preparation of a carminic acid lake,"A method for the preparation of carminic acid lakes, novel carminic acid lake compositions and their uses in foods, such as yogurt, fruit preparations, beverages, other miscellaneous food products that may need a stable red color, and in cosmetics."
US-2010135918-A1,20060802,Copolymers for cosmetic applications,"The present invention relates to aqueous skin or hair cosmetic preparations which comprise at least one polymer A which comprises, in copolymerized form, at least one ester of (meth)acrylic acid, at least one olefinically unsaturated, free-radically polymerizable anionogenic or anionic compound, at least one free-radically polymerizable olefinically unsaturated urethane-group-containing compound which comprises no silicone groups and, if appropriate, further free-radically polymerizable compounds."
WO-9746258-A1,19970527,Cosmetic and/or pharmaceutical emulsions containing behenyl derivatives,The invention concerns novel cosmetic and/or pharmaceutical emulsions containing behen compounds as emulsifiers and oily substances. The emulsions are distinguished by a high degree of stability during storage even when subject to high temperatures. The emulsions display particularly advantageous dermatological properties.
WO-2005107692-A8,20050426,BENZYLIDENE-β-DICARBONYL COMPOUNDS AS NOVEL UV-ABSORBERS,"The invention relates to a compound of formula (I) wherein R1-R3 independently represent hydrogen, C1-C8 alkyl or C1-C8 alkoxy; R4 represents COR, CO2R, or CONR2, wherein R represents C1-C8 alkyl or C3-C8 cycloalkyl; R5 represents H or C1-C8 alkyl; and R6 represents aryl, aryl substituted with up to three C1-C8 alkyls or C1-C8 alkoxys, or C3-C8 cycloalkyl. The invention especially relates to the use of said compound as a UV filter in cosmetic formulations, especially combined with UV filters from the group of methoxycinnamate derivatives and/or dibenzoylmethane derivatives, with the proviso that R5 represents H, when R4 represents COR."
US-8808758-B2,20130620,NFAT signal inhibitor and calcineurin inhibitor,"To provide a drug, an external use composition, and a cosmetic composition, which exhibit an NFAT signal inhibitory action, a calcineurin inhibitory action, and a hair growth-promoting effect. 
     The NFAT signal inhibitor contains, as an active ingredient, American angelica or an extract thereof."
US-8986956-B2,20111104,Method for producing human epidermal growth factor in large volume from yeast,"The present invention relates to a method for producing hEGF (human epidermal growth factor) which has the same activity as the wild form, in high concentration and with a high degree of purity. More specifically, the invention relates to an hEGF expression vector comprising a nucleic acid sequence coding for the polypeptide of sequence number 14; a host cell in which the expression vector has been genetically transformed; and a method for producing hEGF, comprising a step in which the expression vector is created and is genetically transformed in yeast from which the KEX1 gene is lacking. Using the method of the present invention, it is possible to produce a large volume of human derived EGF which has the same size and activity as human derived EGF, and this EGF can be used in various ways such as in medicine and cosmetics."
US-9415236-B2,20150814,Method and apparatus for fractional skin treatment,"An apparatus for cosmetic RF skin treatment where the RF energy supply is isolated from the patient treated, such that in course of treatment no undesired current flows through the subject body."
US-9908916-B2,20131025,Peptide for suppressing osteoclast differentiation and use thereof,"The peptide of the present invention performs a function, which is the same as or similar to that of natural interleukin (IL)-3, and has superior skin permeability due to the small size thereof. In addition, the peptide of the present invention suppresses the activation of NF-κB and nuclear transition by inhibiting the receptor activator of nuclear factor kappa-B ligand (RANKL)-RANK signaling pathway, and suppresses the expression of a RANKL or an inflammatory cytokine-induced tartrate-resistant acid phosphatase (TRAP), cathepsin K, or TNF receptor type 1 or type 2, thereby inhibiting osteoclast differentiation depending on the treatment concentration. Moreover, the peptide of the present invention can contribute to osteoblast differentiation by promoting the expression of osteoblast differentiation markers such as osteocalcin (CON), osteoprotegerin (OPG), bone sialoprotein (BSP), or osteopontin (OPN). Therefore, the superior activity and stability of the peptide of the present invention are useful for medicines, sanitary aids, or cosmetics."
US-9237830-B2,20121113,Pump safety device for various containers,"Disclosed is a pump safety device for various containers which makes it possible to freely adjust a discharge amount of contents from a container and to securely fix a pump in such as way to install an adjusting member and a safety pin at a pump for various containers which are used to contain cosmetics, shampoo and kitchen rinses. The pump safety device for various containers comprises a female screw part which is provided at an inner side of the cap; and an adjusting member which is engaged to the female screw part of the cap and is installed at the top of the cap and is capable of adjusting upward or downward."
WO-0007549-A1,19990722,"Finely dispersed emulsifier-free systems of the oil-in-water and water-in-oil type, containing boron nitride","The invention relates to cosmetic or dermatological preparationsconstituting finely dispersed systems of the oil-in-water or water-in-oil type and containing: 1) an oil phase; 2) an aqueous phase; 3) boron nitride, which has both hydrophilic and lipophilic properties and an amphiphilic character and therefore positions itself at the water/oil interface; and 4) no more than 0.5 % by weight of one or more emulsifiers; as well as possibly other cosmeticor pharmaceutical aids, additives and/or active ingredients."
WO-2006040059-A1,20051006,Self-adhesive dental floss,"The invention relates to a one or multiple layered, film-like, adhesive preparation for the use in the oral cavity.  Said preparation contains at least one polymethylvinylether-maleic acid-anhydride-copolymer, polyvinylacetate and/or at least one copolymer of the polyvinylacetate with fatty acid vinyl alcohol esters, in addition to at least one cosmetic and/or pharmaceutical active substance. The invention also relates to a method for the production of said type of preparations."
WO-2012041632-A1,20110901,"Anhydrous fluid filtering composition free of c1-c5 alkanol, comprising a lipophilic polyamide polycondensate and a volatile alkane","The present invention relates to an anhydrous fluid composition free of C 1 -C 5  alkanol, comprising, in a cosmetically acceptable medium: a) at least one lipophilic polyamide polycondensate, and b) at least one linear or branched volatile alkane, and c) at least one lipophilic organic UV-screening agent."
WO-2007074975-A1,20061128,"Complex powder containing mogeoseog, the preparation method thereof, and the cosmetic composition containing the same","The present invention relates to a complex powder containing Muyu stone, a preparation method thereof, and a cosmetic composition containing the same. More particularly, the present invention relates to a complex powder containing Muyu stone that improves the rough feeling of use and the dark tone of Muyu stone itself by compounding with a spherical or flat powder, the preparation method thereof, and the cosmetic composition containing the same."
WO-9706140-A1,19960807,"Acylated derivatives of melatonin and its analogues, useful as medicaments","Derivatives of general formula (I) as defined in the description, a method for their preparation, the therapeutical use thereof, particularly for treating diseases associated with melatonin disorders, and pharmaceutical and cosmetic compositions containing same are disclosed."
WO-2005060930-A1,20041217,Cosmetic or pharmaceutical use of a cork hydrolysis extract,The invention relates to the use of a cork hydrolysis extract in the form of an active agent in or for preparing a pharmaceutical and/or dermatological and/ or cosmetic composition. The inventive cork hydrolysis extract is used in the form of an active ingredient because of the tension effect thereof for treating cutaneous ageing aspects. Compositions containing said extract are also disclosed.
WO-0149257-A1,20001228,High unsaponifiables and methods of using the same,"Materials with high levels of unsaponifiable matter result in Hydrolysates with unique properties. It has been found that the application of a hydrolysis process to materials, particularly materials with a high level of unsaponifiables (e.g. at least 6% by total weight of the material) produces a product with properties significantly different from those products resulting from the conventional saponification of materials with less than 6% by weight of unsaponifiables. The resulting Hydrolysates resist both physical and aqueous-based removal from skin and hair, exhibit a very unique surfactant property, and are not foaming agents with water. Hydrolysates according to the present invention may thus be used to enhance the performance of cosmetics and pharmaceuticals. These Hydrolysates are bioactive agents and alternative natural carrying agents for topical application of materials, particularly for application of materials to the skin or hair of subjects, and provide a substantive support for the materials carried."
WO-2010086534-A1,20100111,Cosmetic composition containing ketogluconic acid derivatives,"The invention relates to cosmetic compositions containing at least one ketoglutonic acid derivative, and to the use thereof as an anti-ageing and restructuring agent for the skin."
WO-2007112968-A2,20070330,Anti-inflammatory polymer,The present invention provides the use of cellulose sulfate or chitosan for the manufacture of an anti-inflammatory pharmaceutical or cosmetic composition for the treatment of inflammation.
WO-9712598-A2,19961003,"Dermatological and cosmetic compositions suitable for topical application, having modulating effect on the endogenous ceramide of the skin","The use of growth factors such as granulocyte-monocyte colony stimulating factor and macrophage colony stimulating factors is disclosed for producing dermatological and cosmetic compositions suitable for topical application, endowed with a modulating effect on the endogenous ceramides of the skin."
WO-9846436-A1,19980410,Highlighting lipstick,"A lip cosmetic that employs the use of contrasting colors to give the illusion of a fuller looking lip. The lip cosmetic comprises a lipstick bullet (1) having a first section (2) and a second section (4) in intimate contact with each other along substantially the entire length of the bullet, the first section being shaped to have extensions (6) which extend laterally along either side of the second section. The second section is of a contrasting appearance, e.g. different shades, colors, or finishes."
WO-2009121757-A2,20090324,A novel personal wash bar,"A solid moisturising personal washbar with the characteristics of a moisturising cosmetic composition is desired. Previous attempts to provide such a solid moisturising personal washbar have met with only partial success because of the limited amount of the moisturising cosmetic composition which may be incorporated into thesolid personal wash bar before it becomes unsuitable for conventional soap bar manufacture as its hardness decreases and its stickiness increases. The aforementioned drawback has been addressed by providing asolid moisturising personal wash bar comprising a continuous phase and a discontinuous phase, the discontinuous phase in the form of a plurality of discrete domains having a longest dimension of 100 to 20000 microns,wherein the continuous phase is a solid personal wash composition comprising one or more surfactants, the discontinuous phase is a solid anhydrous moisturising cosmetic composition comprising a first fatty acid material, a first organic base and an emollientand/or humectant, wherein the degree of neutralisation of the first fatty acid material is 8-60%, preferably 10-50%, most preferably 15-35%."
WO-2013188626-A2,20130613,Probiotic-containing particles having improved probiotic stability when in aqueous formulations,"Probiotic-containing compositions are provided which comprise a probiotic, an oxygen carrying compound, and a bio-compatible binder. The probiotic-containing compositions have stable probiotic viability and are suitable for incorporation in aqueous personal care formulations, such as cosmetic and non-cosmetic lotions, soaps, creams, shampoos, body washes, and the like."
WO-2015101625-A1,20141230,Controlled release fatty acid compositions for use in body reconstruction and body-shaping,"The present invention is directed to compositions comprising physiologically acceptable, metabolic lipids, and physiologically acceptable, preferably biodegradable controlled release (CR) compounds, wherein the lipids are cell-free and the CR compounds release the metabolic lipids over a delayed time period under physiological conditions. In addition, the present invention relates to the use of such a composition for producing a cosmetic or therapeutic composition, preferably for fat tissue expansion or fat tissue repair. Also, the invention pertains to a method for the therapeutic or cosmetic treatment of a mammal comprising the administration of the composition of the invention and preferably injecting the composition while withdrawing the injection needle until the tissue area of interest is treated."
WO-2017186897-A1,20170428,Cosmetic composition for the nails,"An aqueous cosmetic composition for making up the nails, comprising water as the main solvent, at least one film-forming agent, between 10% and 45% by weight of the aqueous cosmetic composition consisting of at least one rheology agent, at least one preservative, at least one surfactant and at least one fluorinated organic compound, chosen from the partially or fully fluorinated alkanes and cycloalkanes. Use of such aqueous cosmetic compositions for obtaining an aesthetic effect with random lace, bubble or crater patterns after application to the nails."
WO-2010006853-A3,20090610,Cosmetic sunscreen composite particules,Composite particles for providing UV photo protection in cosmetic compositions are reported which include an organic sunscreen agent dispersed within a condensation polymerized resin having carboxylic acid groups and a dielectric constant ranging from 6.5 to 18.
WO-2005115310-A1,20050524,Foundation,"A cosmetic composition is provided comprising (a) metal oxide particles; and (b) greater than 1.7% by weight of the cosmetic composition of cross-linked organopolysiloxane elastomer, wherein organo-functionalised silicone fibrils are bonded to and extend away from the surface of the metal oxide particles."
WO-2009069352-A1,20080822,Antimicrobial agent and external preparation for skin containing the same,"It is intended to provide a novel antimicrobial agent having a high safety, an excellent compounding property, and a potent antimicrobial activity.  It is characterized by containing ricinoleic acid monoglyceride or diglyceryl ricinoleate monoester as an active ingredient.  The antimicrobial agent of the invention is preferred as a compounding component of an antibacterial objective selected from foods, food packing materials, tableware, fragrances, cosmetics, external preparations for skin, skin washing agents, disinfectants, external lotions, hair agents, sterilization wipes, pharmaceuticals, quasi drugs, and oral health materials."
WO-2011096660-A3,20110124,Tapping applicator,"The present invention relates to a tapping applicator used to apply cosmetics, and more specifically, to a tapping applicator which vibrates the puff up and down in a vertical direction of a permanent magnet by using an alternating current. According to the present invention, the tapping applicator comprises: a fixing unit which includes a casing, an insulator spool provided in the lower part of the casing, and a coil wound in the vicinity of the insulator spool; a vibration unit which includes a magnet inserted to be capable of moving up and down along a hollow of the insulator spool, a diaphragm integratedly formed with the magnet in the upper part of the magnet, and a puff vibrating by the shaking of the diaphragm; a power supply unit which supplies the alternating current power to the coil; and a controller which controls an oscillation module."
WO-2010079855-A1,20090109,Functional beauty applicator using cold steam,"The present invention relates to a functional beauty applicator using cold steam, which supplies natural functional cosmetics in the form of cold steam to the skin of a user to provide the skin with functionality, and which has a far infrared radiation heat source for providing a pre-steam treatment function. The functional beauty applicator of the present invention comprises a main body support unit which receives a natural aqueous functional cosmetic solution and converts the solution into atomized steam, a connection neck unit which transfers the atomized steam generated by the main body support unit, and an ejection head unit which ejects atomized steam to the outside or directly onto the skin of the user."
WO-2013091970-A3,20121105,Product for temporarily deforming keratinous fibers on the basis of a combination of specific film-forming polymers,"The invention relates to a cosmetic product, comprising in a cosmetically acceptable carrier a) at least one copolymer A formed by at least one monomer (A1) from the group of unsaturated carboxylic acids and unsaturated carboxylic acid esters, at least one monomer (A2) from the group of unsaturated amine group containing monomers, and at least one monomer (A3) from the group of unsaturated amphiphilic monomers, and b) at least one copolymer B formed by at least one monomer (B1) selected from quaternized N-vinylimidazoles and at least one monomer (B2) selected from N-vinyllactamen, are particularly suitable for temporarily deforming keratinous fibers."
WO-2013102568-A2,20121220,"Aqueous cosmetic composition comprising alkylcellulose, non-volatile oils, at least one wax and at least one gemini surfactant","The present invention relates to a cosmetic composition comprising, in a physiologically acceptable medium: - at least water, - at least alkylcellulose, - at least one first hydrocarbon-based non- volatile oil, chosen from: - C 10 -C 26  alcohols, preferably monoalcohols; - optionally hydroxylated monoesters, diesters or triesters of a C 2 -C 8  monocarboxylic or polycarboxylic acid and of a C 2 -C 8  alcohol; - esters of a C 2 -C 8  polyol and of one or more C 2 -C 8  carboxylic acids, at least one second non-volatile oil chosen from silicone oils and/or fluoro oils or hydrocarbon-based oils other than the said first oil; at least one particular wax; at least one gemini surfactant of particular formula (I)."
